index,vehicle_id,speed,accuracy,humidity,visibility,rainfall,latency,voltage,temperature,cpu_load,storage,satellites,rsrp,edge_inference_ms,network_status,perception_confidence,obstacle_confidence,road_impact_g,latitude,longitude,weather,site,site_type
0,YC-ROBOTAXI-EV-01,28.7,0.2,95.6,228,18.4,64,12.47,41.1,44.2,72.0,24,-79,24.1,5G在线,69.9,87.3,0.14,29.345252,105.913158,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
1,YC-ROBOTAXI-EV-01,30.0,0.2,96.1,234,18.7,62,12.39,40.3,46.2,71.4,22,-79,22.3,5G在线,69.4,86.0,0.14,29.345275,105.913176,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
2,YC-ROBOTAXI-EV-01,30.5,0.22,96.5,240,19.0,60,12.33,40.9,49.9,71.0,21,-83,26.2,5G在线,68.8,86.6,0.12,29.345298,105.913193,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
3,YC-ROBOTAXI-EV-01,31.0,0.22,96.9,246,19.3,54,12.35,41.3,45.2,72.6,24,-80,27.6,5G在线,68.5,87.9,0.13,29.345321,105.913211,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
4,YC-ROBOTAXI-EV-01,31.9,0.19,96.3,252,19.6,75,12.4,41.3,45.1,70.7,22,-83,31.0,5G在线,72.7,86.3,0.12,29.345344,105.913228,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
5,YC-ROBOTAXI-EV-01,32.2,0.2,96.7,258,19.2,63,12.5,40.4,44.1,72.3,23,-80,23.1,5G在线,69.2,89.9,0.12,29.345367,105.913246,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
6,YC-ROBOTAXI-EV-01,32.8,0.2,97.1,264,19.5,59,12.42,41.0,47.5,71.8,24,-86,27.3,5G在线,70.1,90.9,0.12,29.34539,105.913263,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
7,YC-ROBOTAXI-EV-01,33.3,0.21,97.5,251,19.8,64,12.35,40.6,47.3,70.6,21,-81,30.5,5G在线,69.7,91.8,0.12,29.345413,105.913281,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
8,YC-ROBOTAXI-EV-01,33.7,0.21,96.9,256,20.0,57,12.41,41.1,47.7,71.3,24,-83,24.0,5G在线,70.8,83.2,0.13,29.345436,105.913298,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
9,YC-ROBOTAXI-EV-01,34.1,0.22,97.3,261,20.2,64,12.36,40.8,44.2,72.0,24,-85,29.2,5G在线,69.2,89.9,0.12,29.345459,105.913315,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
10,YC-ROBOTAXI-EV-01,34.6,0.2,97.6,265,19.8,70,12.45,41.3,48.9,71.2,22,-84,24.9,5G在线,69.7,86.8,0.12,29.345482,105.913333,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
11,YC-ROBOTAXI-EV-01,34.8,0.2,98.0,269,20.0,69,12.36,41.4,48.3,70.7,24,-83,26.1,5G在线,71.0,89.2,0.12,29.345505,105.91335,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
12,YC-ROBOTAXI-EV-01,34.9,0.18,97.3,273,20.1,73,12.45,40.5,48.1,70.5,22,-79,25.9,5G在线,68.9,83.4,0.12,29.345528,105.913367,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
13,YC-ROBOTAXI-EV-01,35.2,0.19,97.6,276,20.2,59,12.46,41.4,45.8,72.6,22,-80,22.0,5G在线,70.0,87.2,0.13,29.345551,105.913384,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
14,YC-ROBOTAXI-EV-01,35.5,0.2,97.9,261,20.3,64,12.41,41.5,49.9,70.7,23,-86,23.6,5G在线,67.9,85.6,0.12,29.345574,105.913401,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
15,YC-ROBOTAXI-EV-01,35.5,0.22,98.2,264,19.8,72,12.52,41.2,50.3,72.2,25,-85,24.2,5G在线,72.6,84.5,0.12,29.345597,105.913419,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
16,YC-ROBOTAXI-EV-01,35.3,0.22,97.4,266,19.8,55,12.35,40.5,45.6,70.7,24,-83,21.2,5G在线,72.0,85.8,0.12,29.345619,105.913436,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
17,YC-ROBOTAXI-EV-01,35.4,0.21,97.7,267,19.9,55,12.46,40.7,46.1,72.5,22,-83,29.3,5G在线,70.6,91.7,0.12,29.345642,105.913453,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
18,YC-ROBOTAXI-EV-01,35.7,0.21,97.9,268,19.9,55,12.45,41.6,46.8,70.4,25,-87,26.2,5G在线,69.1,86.2,0.14,29.345665,105.91347,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
19,YC-ROBOTAXI-EV-01,35.8,0.2,98.1,269,19.9,61,12.37,41.0,50.4,71.5,22,-86,29.3,5G在线,70.5,86.0,0.13,29.345688,105.913487,大雨,重庆永川 · 兴龙湖环湖测试段,环湖道路 / 弯道起伏 / 城市公园混行
